prid,date_iso,date,call_money_vol_cr,call_money_wacr_pct,treps_vol_cr,treps_wacr_pct,market_repo_vol_cr,market_repo_wacr_pct,net_laf_cr,net_laf_day_cr,net_laf_total_cr
50225,2020-08-14,"August 14, 2020","12,387.58",3.45,"185,438.05",3.18,"82,419.59",3.09,"-327,678.91","-600,286.00","-327,678.91"
50226,2020-08-16,"August 16, 2020",0.00,-,0.00,-,0.00,-,"-3,35,985.91",-189.00,"-3,35,985.91"
50229,2020-08-17,"August 17, 2020","12,345.22",3.48,"188,833.70",3.20,"80,231.44",3.06,"-325,270.91","-597,878.00","-325,270.91"
50234,2020-08-18,"August 18, 2020","10,961.23",3.42,"193,287.95",3.20,"76,497.81",3.13,"-327,918.91","-600,526.00","-327,918.91"
50238,2020-08-19,"August 19, 2020","12,243.48",3.42,"186,901.85",3.20,"72,973.80",3.16,"-317,426.91","-590,034.00","-317,426.91"
50241,2020-08-20,"August 20, 2020","12,061.85",3.43,"238,472.25",2.95,"84,852.98",2.96,"-375,506.91","-648,114.00","-375,506.91"
50248,2020-08-21,"August 21, 2020","11,386.70",3.43,"227,025.10",3.01,"83,878.68",2.96,"-364,000.91","-636,574.00","-364,000.91"
50249,2020-08-23,"August 23, 2020",0.00,-,0.00,-,0.00,-,"-365,804.91",-871.00,"-365,804.91"
50251,2020-08-24,"August 24, 2020","11,065.24",3.43,"209,100.95",3.08,"87,971.20",3.07,"-342,011.91","-614,555.00","-342,011.91"
50256,2020-08-25,"August 25, 2020","11,184.81",3.43,"2,06,030.85",3.09,"95,301.65",3.09,"-3,63,647.91","-6,34,836.00","-3,63,647.91"
50263,2020-08-26,"August 26, 2020","12,703.54",3.44,"207,108.60",3.04,"92,831.09",3.04,"-361,754.08","-632,912.00","-361,754.08"
50269,2020-08-27,"August 27, 2020","13,298.29",3.43,"218,864.05",3.02,"100,259.47",2.98,"-373,205.08","-644,363.00","-373,205.08"
50282,2020-08-28,"August 28, 2020",215.50,3.18,"2,240.00",3.20,0.00,,"-401,612.08","-673,795.00","-401,612.08"
50284,2020-08-29,"August 29, 2020",138.50,3.14,"6,835.30",3.28,0.00,,"-417,734.08","-16,122.00","-417,734.08"
50285,2020-08-30,"August 30, 2020",0.00,-,0.00,-,0.00,-,"-417,759.08",-25.00,"-417,759.08"
50297,2020-08-31,"August 31, 2020","10,334.00",3.45,"202,921.30",3.02,"100,168.94",2.98,"-411,520.33","-685,457.00","-411,520.33"
50300,2020-09-01,"September 01, 2020","11,264.06",3.43,"197,593.90",3.00,"99,782.71",2.96,"-441,257.33","-715,074.00","-441,257.33"
50304,2020-09-02,"September 02, 2020","13,531.54",3.42,"203,443.15",3.00,"93,189.57",2.97,"-435,488.33","-709,305.00","-435,488.33"
50308,2020-09-03,"September 03, 2020","14,918.24",3.42,"214,727.25",3.00,"88,048.65",2.96,"-454,301.33","-728,118.00","-454,301.33"
50318,2020-09-04,"September 04, 2020",700.80,2.64,"5,732.00",0.47,0.00,,"-413,896.33","-687,713.00","-413,896.33"
50320,2020-09-05,"September 05, 2020",587.35,2.64,"4,119.45",4.08,0.00,,"-421,151.33","-7,255.00","-421,151.33"
50321,2020-09-06,"September 06, 2020",0.00,-,0.00,-,0.00,-,"-421,160.33",-9.00,"-421,160.33"
50325,2020-09-07,"September 07, 2020","11,414.83",3.42,"173,713.40",3.12,"92,523.00",3.07,"-395,712.33","-669,529.00","-395,712.33"
50329,2020-09-08,"September 08, 2020","11,943.77",3.39,"173,975.35",3.17,"93,023.19",3.12,"-372,634.33","-646,451.00","-372,634.33"
50335,2020-09-09,"September 09, 2020","14,982.67",3.43,"175,847.90",3.20,"89,098.29",3.14,"-365,636.33","-639,453.00","-365,636.33"
50340,2020-09-10,"September 10, 2020","16,404.38",3.42,"168,629.70",3.20,"87,593.35",3.12,"-366,258.33","-640,075.00","-366,258.33"
50350,2020-09-11,"September 11, 2020","11,874.25",3.41,"163,496.00",3.20,"95,845.73",3.13,"-355,537.09","-629,509.00","-355,537.09"
50352,2020-09-13,"September 13, 2020",0.00,-,0.00,-,0.00,-,"-356,598.09",-181.00,"-356,598.09"
50357,2020-09-14,"September 14, 2020","12,385.67",3.43,"1,65,476.45",3.20,"89,430.25",3.16,"-3,41,144.09","-5,91,580.00","-3,41,144.09"
50362,2020-09-15,"September 15, 2020","12,439.32",3.41,"167,057.80",3.21,"88,768.49",3.16,"-336,380.09","-561,810.00","-336,380.09"
50369,2020-09-16,"September 16, 2020","11,537.26",3.43,"170,913.20",3.22,"91,199.96",3.18,"-268,285.09","-468,940.00","-268,285.09"
50377,2020-09-17,"September 17, 2020","11,737.10",3.43,"191,617.30",3.21,"94,723.24",3.18,"-271,351.09","-447,469.00","-271,351.09"
50385,2020-09-18,"September 18, 2020",366.00,3.13,"1,051.50",1.75,0.00,,"-256,949.09","-408,349.00","-256,949.09"
50386,2020-09-19,"September 19, 2020",205.50,3.41,"7,543.00",3.72,0.00,,"-276,570.09","-19,621.00","-276,570.09"
50387,2020-09-20,"September 20, 2020",0.00,-,0.00,-,0.00,-,"-276,902.09",-332.00,"-276,902.09"
50392,2020-09-21,"September 21, 2020","11,715.96",3.43,"187,430.10",3.22,"89,128.83",3.22,"-213,377.09","-365,617.00","-213,377.09"
50397,2020-09-22,"September 22, 2020","11,404.52",3.40,"214,201.80",3.22,"92,323.93",3.19,"-259,265.09","-411,505.00","-259,265.09"
50402,2020-09-23,"September 23, 2020","12,616.25",3.42,"180,401.80",3.23,"94,754.87",3.20,"-254,601.09","-406,841.00","-254,601.09"
50416,2020-09-24,"September 24, 2020","13,394.31",3.43,"162,866.70",3.23,"98,454.09",3.19,"-272,734.09","-424,974.00","-272,734.09"
50424,2020-09-25,"September 25, 2020","12,387.63",3.41,"177,104.90",3.23,"89,065.29",3.20,"-283,077.09","-436,213.00","-283,077.09"
50425,2020-09-27,"September 27, 2020",0.00,-,0.00,-,0.00,-,"-285,812.09",-384.00,"-285,812.09"
50428,2020-09-28,"September 28, 2020","12,642.40",3.42,"160,235.75",3.24,"98,131.01",3.23,"-271,891.09","-425,042.00","-271,891.09"
50433,2020-09-29,"September 29, 2020","11,233.53",3.40,"172,100.10",3.23,"108,159.10",3.26,"-300,517.09","-453,668.00","-300,517.09"
50447,2020-09-30,"September 30, 2020","7,719.72",3.43,"2,05,863.70",3.21,"93,094.22",3.23,"-3,33,169.09","-4,86,320.00","-3,33,169.09"
50457,2020-10-01,"October 01, 2020",572.26,2.93,"3,123.50",2.81,230.00,3.04,"-3,71,947.09","-5,24,873.00","-3,71,947.09"
50458,2020-10-03,"October 03, 2020",636.36,2.66,"9,133.10",3.36,0.00,,"-4,08,221.09","-35,752.00","-4,08,221.09"
50459,2020-10-04,"October 04, 2020",0.00,-,0.00,-,0.00,-,"-4,08,879.09",-658.00,"-4,08,879.09"
50462,2020-10-05,"October 05, 2020","11,790.82",3.42,"1,82,427.30",3.19,"1,08,000.08",3.23,"-4,11,220.09","-5,64,146.00","-4,11,220.09"
50467,2020-10-06,"October 06, 2020","11,323.58",3.43,"166,064.80",3.21,"111,447.15",3.23,"-390,413.09","-543,339.00","-390,413.09"
50473,2020-10-07,"October 07, 2020","12,592.94",3.44,"1,56,920.65",3.22,"1,10,380.15",3.24,"-3,81,715.09","-5,34,641.00","-3,81,715.09"
50478,2020-10-08,"October 08, 2020","11,247.81",3.43,"1,58,336.40",3.22,"1,08,814.26",3.23,"-3,92,962.09","-5,45,888.00","-3,92,962.09"
50493,2020-10-09,"October 09, 2020","11,167.23",3.39,"182,643.20",3.21,"115,741.27",3.21,"-386,389.09","-539,325.00","-386,389.09"
50494,2020-10-11,"October 11, 2020",0.00,-,0.00,-,0.00,-,"-387,659.09",-598.00,"-387,659.09"
50499,2020-10-12,"October 12, 2020","13,023.45",3.41,"1,89,436.05",3.14,"1,10,730.75",3.23,"-3,78,176.09","-5,31,112.00","-3,78,176.09"
50504,2020-10-13,"October 13, 2020","11,307.00",3.39,"1,91,729.70",3.20,"1,15,450.41",3.23,"-4,03,694.09","-5,56,230.00","-4,03,694.09"
50511,2020-10-14,"October 14, 2020","13,037.93",3.41,"190,927.25",3.18,"114,081.77",3.20,"-407,509.09","-560,045.00","-407,509.09"
50522,2020-10-15,"October 15, 2020","12,216.08",3.40,"2,06,658.45",3.15,"1,10,341.90",3.11,"-4,12,432.09","-5,65,593.00","-4,12,432.09"
50531,2020-10-16,"October 16, 2020",746.51,3.09,"2,518.30",3.18,0.00,,"-4,19,207.09","-5,71,238.00","-4,19,207.09"
50532,2020-10-17,"October 17, 2020",371.05,2.69,"6,545.05",3.25,0.00,,"-439,677.09","-20,470.00","-439,677.09"
50533,2020-10-18,"October 18, 2020",0.00,-,0.00,-,0.00,-,"-439,906.09",-229.00,"-439,906.09"
50537,2020-10-19,"October 19, 2020","10,810.87",3.36,"2,06,272.40",3.05,"1,01,871.13",3.08,"-4,11,029.09","-5,63,072.00","-4,11,029.09"
50542,2020-10-20,"October 20, 2020","9,929.43",3.36,"1,97,019.50",3.06,"93,853.58",3.07,"-4,07,189.09","-5,59,122.00","-4,07,189.09"
50549,2020-10-21,"October 21, 2020","7,372.09",3.22,"1,97,527.10",3.06,"89,884.43",3.06,"-3,60,914.09","-5,12,847.00","-3,60,914.09"
50556,2020-10-22,"October 22, 2020","6,480.26",3.14,"2,02,813.75",3.08,"91,015.47",3.09,"-3,89,329.09","-5,41,262.00","-3,89,329.09"
50568,2020-10-23,"October 23, 2020","6,509.15",3.22,"1,98,803.40",3.08,"92,428.99",3.09,"-4,17,397.09","-5,69,330.00","-4,17,397.09"
50569,2020-10-25,"October 25, 2020",0.00,-,0.00,-,0.00,-,"-4,19,965.09",-543.00,"-4,19,965.09"
50570,2020-10-26,"October 26, 2020","6,377.13",3.21,"1,90,476.20",3.04,"1,00,824.93",3.08,"-4,09,954.20","-5,61,933.00","-4,09,954.20"
50574,2020-10-27,"October 27, 2020","6,842.42",3.15,"2,04,268.80",3.05,"83,456.01",3.06,"-4,33,422.20","-5,85,364.00","-4,33,422.20"
50582,2020-10-28,"October 28, 2020","7,602.56",3.20,"1,93,673.35",3.06,"83,309.44",3.06,"-4,30,967.07","-5,82,941.00","-4,30,967.07"
50601,2020-10-29,"October 29, 2020",528.35,2.70,"1,918.60",2.48,0.00,,"-4,51,348.07","-6,02,552.00","-4,51,348.07"
50602,2020-10-31,"October 31, 2020","1,143.50",3.58,"14,795.00",3.53,0.00,,"-5,01,219.07","-45,865.00","-5,01,219.07"
50603,2020-11-01,"November 01, 2020",0.00,-,0.00,-,0.00,-,"-5,01,366.07",-147.00,"-5,01,366.07"
50608,2020-11-02,"November 02, 2020","7,485.69",3.18,"1,88,648.20",3.05,"96,771.06",3.07,"-5,28,461.07","-6,79,665.00","-5,28,461.07"
50611,2020-11-03,"November 03, 2020","6,715.37",3.18,"2,13,405.60",3.04,"97,733.87",3.05,"-5,40,868.07","-6,92,072.00","-5,40,868.07"
50620,2020-11-04,"November 04, 2020","7,109.14",3.16,"2,15,302.40",2.96,"97,113.72",2.97,"-5,31,317.07","-6,82,521.00","-5,31,317.07"
50627,2020-11-05,"November 05, 2020","6,970.97",3.14,"2,11,681.35",2.95,"93,853.86",2.97,"-5,39,802.07","-6,91,006.00","-5,39,802.07"
50639,2020-11-06,"November 06, 2020",500.70,2.74,"2,226.00",2.88,0.00,,"-4,97,392.07","-6,47,596.00","-4,97,392.07"
50640,2020-11-07,"November 07, 2020","2,124.06",3.62,"7,228.30",3.90,0.00,,"-5,04,820.07","-7,428.00","-5,04,820.07"
50641,2020-11-08,"November 08, 2020",0.00,-,0.00,-,0.00,-,"-5,04,957.07",-137.00,"-5,04,957.07"
50642,2020-11-09,"November 09, 2020","8,464.45",3.20,"2,04,585.55",2.98,"97,006.35",2.99,"-4,92,024.07","-6,42,228.00","-4,92,024.07"
50646,2020-11-10,"November 10, 2020","7,359.96",3.13,"2,27,385.75",3.00,"97,782.67",3.00,"-5,19,891.07","-6,70,095.00","-5,19,891.07"
50651,2020-11-11,"November 11, 2020","8,577.05",3.18,"2,25,070.55",2.93,"1,00,612.94",3.01,"-5,09,357.07","-6,59,561.00","-5,09,357.07"
50656,2020-11-12,"November 12, 2020","8,259.63",3.18,"2,45,067.90",2.64,"95,473.76",2.86,"-5,48,100.07","-6,98,304.00","-5,48,100.07"
50663,2020-11-13,"November 13, 2020","8,139.76",3.21,"2,45,505.25",2.62,"97,021.14",2.57,"-5,15,872.07","-6,66,076.00","-5,15,872.07"
50664,2020-11-16,"November 16, 2020",0.00,-,0.00,-,0.00,-,"-538,039.07","-21,726.00","-538,039.07"
50676,2020-11-17,"November 17, 2020","6,527.52",3.12,"2,63,263.30",2.78,"93,255.26",2.84,"-5,69,790.77","-7,17,470.00","-5,69,790.77"
50681,2020-11-18,"November 18, 2020","6,977.95",3.13,"255,712.05",2.68,"93,199.08",2.72,"-567,935.77","-715,615.00","-567,935.77"
50691,2020-11-19,"November 19, 2020","7,549.40",3.15,"2,65,397.35",2.60,"95,054.24",2.64,"-5,82,449.77","-7,30,129.00","-5,82,449.77"
50700,2020-11-20,"November 20, 2020",475.75,2.80,"1,348.00",2.87,0.00,,"-5,20,132.77","-6,67,812.00","-5,20,132.77"
50701,2020-11-21,"November 21, 2020",579.90,2.78,"8,052.55",3.65,321.10,2.95,"-5,27,430.77","-7,298.00","-5,27,430.77"
50702,2020-11-22,"November 22, 2020",0.00,-,0.00,-,0.00,-,"-5,27,639.77",-209.00,"-5,27,639.77"
50705,2020-11-23,"November 23, 2020","6,926.20",3.11,"2,26,843.00",2.89,"92,785.50",2.90,"-5,04,761.77","-6,52,791.00","-5,04,761.77"
50708,2020-11-24,"November 24, 2020","7,806.00",3.07,"248,847.25",2.74,"81,252.16",2.92,"-518,234.77","-653,491.00","-518,234.77"
50714,2020-11-25,"November 25, 2020","6,996.03",3.12,"2,57,843.85",2.67,"71,780.32",2.68,"-5,20,611.47","-6,46,452.00","-5,20,611.47"
50720,2020-11-26,"November 26, 2020","7,088.52",3.13,"244,520.15",2.68,"82,979.48",2.68,"-554,433.47","-673,301.00","-554,433.47"
50730,2020-11-27,"November 27, 2020","7,073.65",3.13,"246,210.20",2.88,"79,448.43",2.75,"-536,824.47","-646,182.00","-536,824.47"
50731,2020-11-30,"November 30, 2020",0.00,-,0.00,-,0.00,-,"-5,61,893.47","-22,403.00","-5,61,893.47"
50737,2020-12-01,"December 01, 2020","6,284.55",3.09,"269,326.50",2.93,"85,868.23",2.87,"-586,038.47","-695,396.00","-586,038.47"
50742,2020-12-02,"December 02, 2020","4,530.92",3.09,"265,404.60",2.97,"100,591.92",2.95,"-591,057.47","-702,615.00","-591,057.47"
50745,2020-12-03,"December 03, 2020","5,070.88",3.09,"274,138.70",2.98,"102,240.47",2.99,"-623,737.47","-735,295.00","-623,737.47"
50762,2020-12-04,"December 04, 2020",441.25,2.64,"2,955.00",1.00,0.00,,"-5,82,634.47","-6,94,192.00","-5,82,634.47"
50763,2020-12-05,"December 05, 2020",867.25,2.92,"8,944.10",3.73,0.00,,"-598,787.47","-16,153.00","-598,787.47"
50764,2020-12-06,"December 06, 2020",0.00,-,0.00,-,0.00,-,"-598,686.47",101.00,"-598,686.47"
50767,2020-12-07,"December 07, 2020","6,236.72",3.02,"2,11,239.70",3.05,"97,164.43",3.03,"-5,69,749.47","-6,81,307.00","-5,69,749.47"
50772,2020-12-08,"December 08, 2020","7,439.78",3.09,"219,350.20",3.13,"93,301.80",3.10,"-5,65,701.47","-6,77,259.00","-5,65,701.47"
50779,2020-12-09,"December 09, 2020","8,676.93",3.15,"223,450.10",3.20,"91,396.60",3.16,"-5,57,611.47","-6,69,169.00","-5,57,611.47"
50785,2020-12-10,"December 10, 2020","9,346.20",3.16,"259,576.85",3.18,"94,663.61",3.16,"-6,29,830.47","-7,41,388.00","-6,29,830.47"
50797,2020-12-11,"December 11, 2020","7,862.92",3.13,"294,238.65",3.08,"93,864.79",3.12,"-6,24,167.47","-7,35,725.00","-6,24,167.47"
50798,2020-12-13,"December 13, 2020",0.00,-,0.00,-,0.00,-,"-6,25,302.47",-262.00,"-6,25,302.47"
50800,2020-12-14,"December 14, 2020","8,707.78",3.15,"286,072.50",3.06,"101,940.41",3.05,"-6,13,331.47","-7,22,888.00","-6,13,331.47"
50810,2020-12-15,"December 15, 2020","11,665.66",3.21,"276,249.40",3.10,"96,229.22",3.07,"-5,98,068.47","-7,07,625.00","-5,98,068.47"
50815,2020-12-16,"December 16, 2020","11,881.22",3.20,"277,413.25",3.18,"91,236.33",3.15,"-4,94,286.47","-6,03,843.00","-4,94,286.47"
50823,2020-12-17,"December 17, 2020","10,853.40",3.21,"251,307.70",3.22,"85,882.26",3.21,"-5,13,036.47","-6,24,893.00","-5,13,036.47"
50834,2020-12-18,"December 18, 2020",823.60,2.83,769.00,1.47,0.00,,"-458,332.47","-570,189.00","-458,332.47"
50835,2020-12-19,"December 19, 2020","1,002.60",2.90,"9,547.80",3.65,0.00,,"-4,85,024.47","-26,692.00","-4,85,024.47"
50836,2020-12-20,"December 20, 2020",0.00,-,0.00,-,0.00,-,"-4,86,299.47","-1,275.00","-4,86,299.47"
50838,2020-12-21,"December 21, 2020","10,377.56",3.24,"2,42,444.95",3.24,"86,935.64",3.24,"-4,77,730.47","-5,89,587.00","-4,77,730.47"
50841,2020-12-22,"December 22, 2020","11,110.43",3.26,"2,34,106.55",3.25,"92,112.51",3.24,"-4,95,814.47","-6,07,671.00","-4,95,814.47"
50850,2020-12-23,"December 23, 2020","10,576.43",3.26,"2,58,741.20",3.23,"93,089.15",3.24,"-5,04,595.47","-6,16,452.00","-5,04,595.47"
50864,2020-12-24,"December 24, 2020","8,856.55",3.23,"3,17,787.65",3.17,"95,984.90",3.18,"-5,08,718.47","-6,20,575.00","-5,08,718.47"
50865,2020-12-27,"December 27, 2020",0.00,-,0.00,-,0.00,-,"-5,23,135.47","-3,899.00","-5,23,135.47"
50868,2020-12-28,"December 28, 2020","9,214.58",3.20,"3,22,199.60",3.16,"93,958.45",3.17,"-5,38,512.47","-6,50,369.00","-5,38,512.47"
50873,2020-12-29,"December 29, 2020","11,955.26",3.15,"3,23,178.80",3.00,"87,491.97",3.08,"-5,57,499.47","-6,69,356.00","-5,57,499.47"
50883,2020-12-30,"December 30, 2020","12,975.04",3.25,"3,11,961.35",2.99,"96,533.18",3.00,"-5,56,943.77","-6,69,273.00","-5,56,943.77"
50897,2020-12-31,"December 31, 2020","10,536.43",3.31,"341,464.50",2.75,"80,254.29",2.93,"-625,024.77","-737,314.00","-625,024.77"
50908,2021-01-01,"January 01, 2021","1,902.65",3.10,"1,690.75",2.18,0.00,,"-6,21,371.77","-7,33,262.00","-6,21,371.77"
50909,2021-01-02,"January 02, 2021","1,080.35",2.76,"19,431.90",3.18,0.00,,"-664,189.77","-42,818.00","-664,189.77"
50910,2021-01-03,"January 03, 2021",0.00,-,0.00,-,0.00,-,"-664,979.77",-790.00,"-664,979.77"
50914,2021-01-04,"January 04, 2021","10,520.16",3.18,"319,635.45",2.89,"105,315.29",2.94,"-6,52,060.83","-7,62,750.00","-6,52,060.83"
50920,2021-01-05,"January 05, 2021","10,514.86",3.15,"3,33,742.90",2.96,"95,383.80",2.97,"-6,54,428.83","-7,65,118.00","-6,54,428.83"
50925,2021-01-06,"January 06, 2021","10,270.77",3.16,"314,676.90",3.10,"90,270.06",3.07,"-5,99,302.83","-7,09,992.00","-5,99,302.83"
50933,2021-01-07,"January 07, 2021","11,000.72",3.20,"321,875.15",3.21,"90,590.15",3.20,"-5,98,351.83","-7,09,041.00","-5,98,351.83"
50946,2021-01-08,"January 08, 2021","9,773.43",3.18,"3,15,757.90",3.22,"90,120.59",3.20,"-5,58,732.83","-6,69,422.00","-5,58,732.83"
50948,2021-01-10,"January 10, 2021",0.00,-,0.00,-,0.00,-,"-5,62,824.83",-859.00,"-5,62,824.83"
50953,2021-01-11,"January 11, 2021","9,528.35",3.19,"3,29,217.05",3.20,"78,545.57",3.25,"-5,44,788.83","-6,55,478.00","-5,44,788.83"
50958,2021-01-12,"January 12, 2021","9,000.97",3.19,"304,835.65",3.14,"93,533.13",3.18,"-5,49,124.83","-6,59,814.00","-5,49,124.83"
50966,2021-01-13,"January 13, 2021","7,274.11",3.21,"304,285.00",2.99,"98,636.15",3.02,"-5,37,500.83","-6,48,190.00","-5,37,500.83"
50974,2021-01-14,"January 14, 2021","8,027.66",3.25,"3,33,132.25",3.00,"92,544.89",2.81,"-5,59,951.83","-6,70,641.00","-5,59,951.83"
50985,2021-01-15,"January 15, 2021",681.40,2.75,"2,785.00",2.86,0.00,,"-5,13,649.24","-6,23,785.00","-5,13,649.24"
50986,2021-01-16,"January 16, 2021",828.10,2.80,"6,376.10",3.23,0.00,,"-5,34,343.24","-20,694.00","-5,34,343.24"
50987,2021-01-17,"January 17, 2021",0.00,-,0.00,-,0.00,-,"-5,35,192.24",-849.00,"-5,35,192.24"
50991,2021-01-18,"January 18, 2021","10,035.73",3.16,"3,25,706.05",3.21,"1,04,335.00",3.20,"-5,28,418.24","-4,38,545.00","-5,28,418.24"
50996,2021-01-19,"January 19, 2021","9,037.68",3.16,"3,29,760.75",3.22,"99,116.17",3.19,"-5,41,435.24","-4,51,562.00","-5,41,435.24"
51000,2021-01-20,"January 20, 2021","9,470.08",3.19,"3,21,809.25",3.22,"99,079.39",3.22,"-5,05,452.24","-4,15,579.00","-5,05,452.24"
51007,2021-01-21,"January 21, 2021","10,546.17",3.18,"3,32,958.50",3.21,"1,00,741.99",3.16,"-5,19,671.94","-4,28,965.00","-5,19,671.94"
51016,2021-01-22,"January 22, 2021","11,059.47",3.20,"3,21,911.95",3.23,"1,00,284.47",3.18,"-5,00,533.94","-4,09,827.00","-5,00,533.94"
51017,2021-01-24,"January 24, 2021",0.00,-,0.00,-,0.00,-,"-5,08,500.94","-5,716.00","-5,08,500.94"
51024,2021-01-25,"January 25, 2021","11,881.89",3.25,"2,90,323.35",3.23,"98,111.85",3.22,"-5,02,924.94","-4,12,218.00","-5,02,924.94"
51025,2021-01-26,"January 26, 2021",0.00,-,0.00,-,0.00,-,"-5,06,039.94","-3,115.00","-5,06,039.94"
51030,2021-01-27,"January 27, 2021","9,595.51",3.23,"2,91,274.35",3.23,"94,167.55",3.22,"-5,14,853.94","-4,24,147.00","-5,14,853.94"
51035,2021-01-28,"January 28, 2021","11,040.39",3.20,"2,92,143.05",3.24,"89,561.95",3.22,"-5,58,103.94","-4,67,397.00","-5,58,103.94"
51048,2021-01-29,"January 29, 2021","1,595.65",3.09,991.80,1.66,0.00,,"-5,75,723.94","-6,85,026.00","-5,75,723.94"
51049,2021-01-30,"January 30, 2021",787.20,2.87,"16,659.35",3.31,0.00,,"-6,29,645.94","-51,422.00","-6,29,645.94"
51050,2021-01-31,"January 31, 2021",0.00,-,0.00,-,0.00,-,"-6,31,470.94","-1,825.00","-6,31,470.94"
51058,2021-02-01,"February 01, 2021","8,858.87",3.21,"3,38,839.40",3.20,"88,125.33",3.21,"-6,46,577.94","-5,53,373.00","-6,46,577.94"
51062,2021-02-02,"February 02, 2021","10,036.54",3.20,"3,52,444.55",3.21,"80,518.16",3.05,"-6,72,252.94","-5,79,113.00","-6,72,252.94"
51071,2021-02-03,"February 03, 2021","8,957.86",3.20,"3,44,180.65",3.19,"90,930.96",3.09,"-6,57,919.94","-5,64,780.00","-6,57,919.94"
51075,2021-02-04,"February 04, 2021","8,945.60",3.18,"3,64,369.40",3.18,"92,132.84",3.12,"-6,71,039.94","-5,77,900.00","-6,71,039.94"
51091,2021-02-05,"February 05, 2021",623.95,2.93,"8,918.00",0.56,0.00,,"-6,18,397.94","-5,25,258.00","-6,18,397.94"
51093,2021-02-06,"February 06, 2021",924.35,3.17,"12,932.55",3.80,0.00,,"-6,21,496.94","-3,099.00","-6,21,496.94"
51094,2021-02-07,"February 07, 2021",0.00,-,0.00,-,0.00,-,"-6,24,326.94","-2,830.00","-6,24,326.94"
51098,2021-02-08,"February 08, 2021","9,626.77",3.23,"3,49,540.90",3.21,"97,195.50",3.03,"-5,79,733.94","-4,86,594.00","-5,79,733.94"
51102,2021-02-09,"February 09, 2021","10,014.39",3.24,"3,45,693.40",3.22,"1,02,313.29",3.03,"-5,98,366.94","-5,05,227.00","-5,98,366.94"
51109,2021-02-10,"February 10, 2021","10,084.34",3.25,"3,47,313.40",3.22,"1,02,530.74",2.87,"-5,93,033.94","-4,99,894.00","-5,93,033.94"
51118,2021-02-11,"February 11, 2021","9,866.68",3.25,"3,61,745.30",3.20,"1,02,105.28",2.70,"-6,20,932.94","-5,28,013.00","-6,20,932.94"
51127,2021-02-12,"February 12, 2021","13,778.07",3.31,"3,48,634.20",3.07,"97,299.47",2.75,"-6,17,221.94","-7,24,309.00","-6,17,221.94"
51128,2021-02-14,"February 14, 2021",0.00,-,0.00,-,0.00,-,"-6,31,656.94","-10,018.00","-6,31,656.94"
51134,2021-02-15,"February 15, 2021","8,300.99",3.25,"336,483.75",3.03,"94,758.46",2.78,"-6,16,807.94","-5,23,878.00","-6,16,807.94"
51139,2021-02-16,"February 16, 2021","8,111.63",3.21,"3,34,731.90",2.71,"94,822.28",2.78,"-6,24,570.94","-5,31,641.00","-6,24,570.94"
51149,2021-02-17,"February 17, 2021","9,903.36",3.22,"342,474.90",2.26,"91,189.83",2.36,"-6,27,112.94","-5,34,183.00","-6,27,112.94"
51158,2021-02-18,"February 18, 2021",314.60,2.68,"1,640.70",1.28,0.00,,"-5,50,945.94","-4,60,648.00","-5,50,945.94"
51159,2021-02-20,"February 20, 2021","3,302.55",3.54,"7,325.95",3.93,0.00,,"-5,97,248.94","-43,296.00","-5,97,248.94"
51160,2021-02-21,"February 21, 2021",0.00,-,0.00,-,0.00,-,"-5,98,319.94","-1,071.00","-5,98,319.94"
51164,2021-02-22,"February 22, 2021","10,017.62",3.23,"3,35,257.85",2.86,"1,03,587.85",2.70,"-5,54,477.94","-4,64,400.00","-5,54,477.94"
51167,2021-02-23,"February 23, 2021","9,650.25",3.22,"3,54,382.35",2.91,"91,008.41",2.80,"-5,71,292.94","-4,81,200.00","-5,71,292.94"
51173,2021-02-24,"February 24, 2021","9,096.81",3.22,"3,35,746.75",2.90,"1,07,137.07",2.80,"-5,71,604.94","-4,81,512.00","-5,71,604.94"
51182,2021-02-25,"February 25, 2021","9,750.30",3.26,"3,32,765.50",2.98,"1,19,305.86",2.84,"-6,01,953.94","-5,11,861.00","-6,01,953.94"
51200,2021-02-26,"February 26, 2021","8,031.93",3.24,"3,16,115.90",3.22,"88,302.12",3.05,"-5,99,583.94","-7,09,508.00","-5,99,583.94"
51202,2021-02-28,"February 28, 2021",0.00,-,0.00,-,0.00,-,"-6,15,239.94","-6,246.00","-6,15,239.94"
51206,2021-03-01,"March 01, 2021","8,017.83",3.21,"3,08,216.35",3.22,"1,09,261.90",3.11,"-6,43,579.94","-5,53,494.00","-6,43,579.94"
51212,2021-03-02,"March 02, 2021","8,228.85",3.21,"3,22,174.55",3.22,"1,02,737.75",3.11,"-6,56,842.94","-5,66,757.00","-6,56,842.94"
51216,2021-03-03,"March 03, 2021","7,555.73",3.19,"3,06,387.90",3.13,"1,19,501.53",3.07,"-6,46,648.94","-5,56,563.00","-6,46,648.94"
51227,2021-03-04,"March 04, 2021","7,599.36",3.17,"3,28,347.55",3.07,"1,19,487.22",2.89,"-6,54,584.94","-5,64,499.00","-6,54,584.94"
